qid, Len, Den, P31, P2561, P8260, P1071, P729
,"RED ROSE","Trawler built in Aberdeen in 1950",Q11446,"RED ROSE",99199,Q36405,1950
,"RED ROSE","Trawler built in Aberdeen in 1956",Q11446,"RED ROSE",99229,Q36405,1956
,"RED ROVER","Schooner built in Aberdeen in 1828",Q11446,"RED ROVER",100791,Q36405,1828
,"RED ROVER","Schooner built in Aberdeen in 1837",Q11446,"RED ROVER",152223,Q36405,1837
,"REDHALL","Collier built in Aberdeen in 1917",Q11446,"REDHALL",101326,Q36405,1917
,"REFLORESCO","Drifter built in Aberdeen in 1924",Q11446,"REFLORESCO",100507,Q36405,1924
,"REGENT BIRD","Steam Herring Drifter built in Aberdeen in 1909",Q11446,"REGENT BIRD",100371,Q36405,1909
,"REINDEER","Ship built in Aberdeen in 1848",Q11446,"REINDEER",100089,Q36405,1848
,"REINDEER","Ship built in Aberdeen in 1863",Q11446,"REINDEER",100152,Q36405,1863
,"RELIANCE","Sloop built in Aberdeen in 1817",Q11446,"RELIANCE",99937,Q36405,1817
,"RENOWN","Barque built in Aberdeen in 1842",Q11446,"RENOWN",99524,Q36405,1842
,"RENOWN","Cargo built in Aberdeen in 1890",Q11446,"RENOWN",99621,Q36405,1890
,"RENOWN","Ship built in Aberdeen in 1904",Q11446,"RENOWN",99738,Q36405,1904
,"REPUBLICA","Trawler built in Aberdeen in 1911",Q11446,"REPUBLICA",99816,Q36405,1911
,"RESEARCH","Steam Herring Drifter built in Aberdeen in 1904",Q11446,"RESEARCH",99734,Q36405,1904
,"RESOLUTE","Schooner built in Aberdeen in 1869",Q11446,"RESOLUTE",99594,Q36405,1869
,"RESOLUTE","Trawler built in Aberdeen in 1970",Q11446,"RESOLUTE",101734,Q36405,1970
,"RESOLUTION","Brigantine built in Aberdeen in 1818",Q11446,"RESOLUTION",99943,Q36405,1818
,"RESOLUTION","Ship built in Aberdeen in 1793",Q11446,"RESOLUTION",152167,Q36405,1793
,"RESOLUTION","Brig built in Aberdeen in 1786",Q11446,"RESOLUTION",182704,Q36405,1786
,"RESOLUTION","Sloop built in Aberdeen in 1787",Q11446,"RESOLUTION",182705,Q36405,1787
,"RESOURCE","Brigantine built in Aberdeen in 1841",Q11446,"RESOURCE",100032,Q36405,1841
,"RESPLENDENT","Steam Herring Drifter built in Aberdeen in 1914",Q11446,"RESPLENDENT",100413,Q36405,1914
,"RETRIEVER","Steam Trawler built in Aberdeen in 1891",Q11446,"RETRIEVER",100944,Q36405,1891
,"REWARD","Schooner built in Aberdeen in 1820",Q11446,"REWARD",99442,Q36405,1820
,"REWARD","Trawler built in Aberdeen in 1968",Q11446,"REWARD",101729,Q36405,1968
,"RIBBLE","Ship built in Aberdeen in 1900",Q11446,"RIBBLE",99666,Q36405,1900
,"RIBBLEMERE","Coaster built in Aberdeen in 1925",Q11446,"RIBBLEMERE",99073,Q36405,1925
,"RICHARD BENNETT","Steam Trawler built in Aberdeen in 1917",Q11446,"RICHARD BENNETT",101335,Q36405,1917
,"RICHARD BOWDEN","Steam Trawler built in Aberdeen in 1919",Q11446,"RICHARD BOWDEN",101401,Q36405,1919
,"RICHARD BRISCOLL","Steam Trawler built in Aberdeen in 1918",Q11446,"RICHARD BRISCOLL",101386,Q36405,1918
,"RICHARD GRAINGER","Schooner built in Aberdeen in 1839",Q11446,"RICHARD GRAINGER",99323,Q36405,1839
,"RICHARD IRVIN","Steam Trawler built in Aberdeen in 1909",Q11446,"RICHARD IRVIN",101177,Q36405,1909
,"RICHARD W LEWIS","Trawler built in Aberdeen in 1929",Q11446,"RICHARD W LEWIS",100535,Q36405,1929
,"RICHMOND","Steamer built in Aberdeen in 1871",Q11446,"RICHMOND",100188,Q36405,1871
,"RIENZI","Ship built in Aberdeen in 1850",Q11446,"RIENZI",99543,Q36405,1850
,"RIFLEMAN","Ship built in Aberdeen in 1860",Q11446,"RIFLEMAN",99569,Q36405,1860
,"RIGHTWAY","Trawler built in Aberdeen in 1931",Q11446,"RIGHTWAY",99099,Q36405,1931
,"RILETTE","Trawler built in Aberdeen in 1917",Q11446,"RILETTE",100446,Q36405,1917
,"RIVAL","Brigantine built in Aberdeen in 1826",Q11446,"RIVAL",100789,Q36405,1826
,"RIVER TYNE","Coaster built in Aberdeen in 1920",Q11446,"RIVER TYNE",99065,Q36405,1920
,"RIVER USK","Coaster built in Aberdeen in 1922",Q11446,"RIVER USK",99072,Q36405,1922
,"RIVERDALE","Ship built in Aberdeen in 1907",Q11446,"RIVERDALE",99770,Q36405,1907
,"ROB ROY","Brig built in Aberdeen in 1841",Q11446,"ROB ROY",100722,Q36405,1841
,"ROB ROY","Brigantine built in Aberdeen in 1819",Q11446,"ROB ROY",100816,Q36405,1819
,"ROBERT","Brig built in Aberdeen in 1797",Q11446,"ROBERT",152917,Q36405,1797
,"ROBERT & JANET","Sloop built in Aberdeen in 1791",Q11446,"ROBERT & JANET",182706,Q36405,1791
,"ROBERT GARDEN","Ship built in Aberdeen in 1826",Q11446,"ROBERT GARDEN",135896,Q36405,1826
,"ROBERT HAMILTON","Steam Tug built in Aberdeen in 1942",Q11446,"ROBERT HAMILTON",152978,Q36405,1942
,"ROBERT HENDERSON","Ship built in Aberdeen in 1857",Q11446,"ROBERT HENDERSON",99567,Q36405,1857
,"ROBERT KIRKWOOD","Smack built in Aberdeen in 1873",Q11446,"ROBERT KIRKWOOD",100199,Q36405,1873
,"ROBERT MILLER","Smack built in Aberdeen in 1872",Q11446,"ROBERT MILLER",100195,Q36405,1872
,"ROBERT SMITH","Trawler built in Aberdeen in 1915",Q11446,"ROBERT SMITH",100434,Q36405,1915
,"ROBERT STROUD","Trawler built in Aberdeen in 1930",Q11446,"ROBERT STROUD",100544,Q36405,1930
,"ROBIN","Steam Herring Drifter built in Aberdeen in 1903",Q11446,"ROBIN",99705,Q36405,1903
,"ROBIN","Steam Trawler built in Aberdeen in 1900",Q11446,"ROBIN",101802,Q36405,1900
,"ROCHEA","Steam Trawler built in Aberdeen in 1930",Q11446,"ROCHEA",101445,Q36405,1930
,"ROCHEA","Trawler built in Aberdeen in 1965",Q11446,"ROCHEA",101637,Q36405,1965
,"ROCKCLIFF","Trawler built in Aberdeen in 1906",Q11446,"ROCKCLIFF",101807,Q36405,1906
,"ROMANOFF","Ship built in Aberdeen in 1874",Q11446,"ROMANOFF",99414,Q36405,1874
,"ROMULUS","Brig built in Aberdeen in 1807",Q11446,"ROMULUS",133760,Q36405,1807
,"RONA","Molasses Carrier built in Aberdeen in 1957",Q11446,"RONA",101573,Q36405,1957
,"ROSALIND","Barque built in Aberdeen in 1885",Q11446,"ROSALIND",100244,Q36405,1885
,"ROSALINDA","Brig built in Aberdeen in 1828",Q11446,"ROSALINDA",100774,Q36405,1828
,"ROSAPENNA","Cargo built in Aberdeen in 1933",Q11446,"ROSAPENNA",99109,Q36405,1933
,"ROSE","Barque built in Aberdeen in 1843",Q11446,"ROSE",99342,Q36405,1843
,"ROSE","Ship built in Aberdeen in 1831",Q11446,"ROSE",99477,Q36405,1831
,"ROSE","Trawler built in Aberdeen in 1907",Q11446,"ROSE",100350,Q36405,1907
,"ROSE","Trawler built in Aberdeen in 1911",Q11446,"ROSE",100383,Q36405,1911
,"ROSE","Tug built in Aberdeen in 1904",Q11446,"ROSE",101090,Q36405,1904
,"ROSE","Ship built in Aberdeen in 1900",Q11446,"ROSE",101803,Q36405,1900
,"ROSE","Ship built in Aberdeen in 1790",Q11446,"ROSE",152210,Q36405,1790
,"ROSE III","Drifter built in Aberdeen in 1908",Q11446,"ROSE III",100363,Q36405,1908
,"ROSEBUD","Steam Drifter built in Aberdeen in 1907",Q11446,"ROSEBUD",101134,Q36405,1907
,"ROSEGARTH","Tug built in Aberdeen in 1954",Q11446,"ROSEGARTH",100666,Q36405,1954
,"ROSEHILL","Brigantine built in Aberdeen in 1829",Q11446,"ROSEHILL",100698,Q36405,1829
,"ROSELLE","Brigantine built in Aberdeen in 1837",Q11446,"ROSELLE",100708,Q36405,1837
,"ROSETTA","Ship built in Aberdeen in 1907",Q11446,"ROSETTA",99726,Q36405,1907
,"ROSLIN","Trawler built in Aberdeen in 1899",Q11446,"ROSLIN",99655,Q36405,1899
,"ROSSKEEN","Steam Trawler built in Aberdeen in 1907",Q11446,"ROSSKEEN",101128,Q36405,1907
,"ROSY MORN","Trawler built in Aberdeen in 1914",Q11446,"ROSY MORN",100423,Q36405,1914
,"ROTTERDAM PACKET","Smack built in Aberdeen in 1816",Q11446,"ROTTERDAM PACKET",99935,Q36405,1816
,"ROVER","Brig built in Aberdeen in 1859",Q11446,"ROVER",99561,Q36405,1859
,"ROVER","Schooner built in Aberdeen in 1840",Q11446,"ROVER",100027,Q36405,1840
,"ROVER","Schooner built in Aberdeen in 1827",Q11446,"ROVER",100832,Q36405,1827
,"ROYAL TAR","Steamer (Paddle) built in Aberdeen in 1832",Q11446,"ROYAL TAR",100800,Q36405,1832
,"ROYAL WILLIAM","Steam Packet built in Aberdeen in 1831",Q11446,"ROYAL WILLIAM",100798,Q36405,1831
,"RUBENS","Ship built in Aberdeen in 1853",Q11446,"RUBENS",99550,Q36405,1853
,"RUBY","Brig built in Aberdeen in 1829",Q11446,"RUBY",100834,Q36405,1829
,"RUBY","Brig built in Aberdeen in 1805",Q11446,"RUBY",135827,Q36405,1805
,"S D J","Drifter built in Aberdeen in 1912",Q11446,"S D J",99848,Q36405,1912
,"SABINE (CANCELLED)","Ship built in Aberdeen in 1989",Q11446,"SABINE (CANCELLED)",101716,Q36405,1989
,"SAINT FERGUS","Cargo built in Aberdeen in 1964",Q11446,"SAINT FERGUS",99312,Q36405,1964
,"SAINTFIELD","Cargo built in Aberdeen in 1937",Q11446,"SAINTFIELD",99124,Q36405,1937
,"SALAMANDER","Schooner built in Aberdeen in 1856",Q11446,"SALAMANDER",100127,Q36405,1856
,"SALAMIS","Ship built in Aberdeen in 1875",Q11446,"SALAMIS",99415,Q36405,1875
,"SALAMIS","Steamer, Passenger, Cargo built in Aberdeen in 1899",Q11446,"SALAMIS",101010,Q36405,1899
,"SALAMIS","Trawler built in Aberdeen in 1974",Q11446,"SALAMIS",101757,Q36405,1974
,"SALMAID","Vessel, Mooring, Salvage built in Aberdeen in 1986",Q11446,"SALMAID",101712,Q36405,1986
,"SALMASTER","Mooring & Salvage Vessel built in Aberdeen in 1985",Q11446,"SALMASTER",101711,Q36405,1985
,"SALMOOR","Vessel, Mooring, Salvage built in Aberdeen in 1985",Q11446,"SALMOOR",101704,Q36405,1985
,"SALVIA","Steam Trawler built in Aberdeen in 1948",Q11446,"SALVIA",101533,Q36405,1948
,"SALVIA","Freezer Stern Trawler built in Aberdeen in 1972",Q11446,"SALVIA",101671,Q36405,1972
,"SAMOA","Barque built in Aberdeen in 1868",Q11446,"SAMOA",100179,Q36405,1868
,"SAMSON","Schooner built in Aberdeen in 1836",Q11446,"SAMSON",99995,Q36405,1836
,"SAMSON","Tug built in Aberdeen in 1953",Q11446,"SAMSON",100659,Q36405,1953
,"SAMUEL BAKER","Steam Trawler built in Aberdeen in 1917",Q11446,"SAMUEL BAKER",101336,Q36405,1917
,"SAMUEL BARKAS","Steam Trawler built in Aberdeen in 1917",Q11446,"SAMUEL BARKAS",101348,Q36405,1917
,"SAMUEL BENBOW","Steam Trawler built in Aberdeen in 1918",Q11446,"SAMUEL BENBOW",101377,Q36405,1918
,"SANDSTORM","Drifter built in Aberdeen in 1918",Q11446,"SANDSTORM",100462,Q36405,1918
,"SANTONA","Vessel, Cargo built in Aberdeen in 1959",Q11446,"SANTONA",101593,Q36405,1959
,"SAPPHIRE","Liner built in Aberdeen in 1903",Q11446,"SAPPHIRE",101076,Q36405,1903
,"SARAH","Brig built in Aberdeen in 1839",Q11446,"SARAH",100012,Q36405,1839
,"SARAH","Screw Steamer built in Aberdeen in 1885",Q11446,"SARAH",100246,Q36405,1885
,"SARAH","Smack built in Aberdeen in 1828",Q11446,"SARAH",100775,Q36405,1828
,"SARAH","Sloop built in Aberdeen in 1764",Q11446,"SARAH",110889,Q36405,1764
,"SARBA","Trawler built in Aberdeen in 1913",Q11446,"SARBA",99852,Q36405,1913
,"SARRAIL","Trawler built in Aberdeen in 1917",Q11446,"SARRAIL",100450,Q36405,1917
,"SATELITE","Paddle Tug built in Aberdeen in 1879",Q11446,"SATELITE",100222,Q36405,1879
,"SATELLITE","Steamer built in Aberdeen in 1838",Q11446,"SATELLITE",152227,Q36405,1838
,"SATZUMA","Barque built in Aberdeen in 1864",Q11446,"SATZUMA",99574,Q36405,1864
,"SAVITIRI","Trawler built in Aberdeen in 1917",Q11446,"SAVITIRI",100445,Q36405,1917
,"SAYERA","Trawler built in Aberdeen in 1962",Q11446,"SAYERA",99307,Q36405,1962
,"SCEPTRE","Liner built in Aberdeen in 1902",Q11446,"SCEPTRE",100313,Q36405,1902
,"SCHIEHALLION","Trawler built in Aberdeen in 1903",Q11446,"SCHIEHALLION",99702,Q36405,1903
,"SCHIEHALLION","Trawler built in Aberdeen in 1916",Q11446,"SCHIEHALLION",99879,Q36405,1916
,"SCHOMBERG","Ship built in Aberdeen in 1855",Q11446,"SCHOMBERG",100116,Q36405,1855
,"SCOT","Steam Trawler built in Aberdeen in 1907",Q11446,"SCOT",101157,Q36405,1907
,"SCOTSMAN","Brig built in Aberdeen in 1825",Q11446,"SCOTSMAN",112581,Q36405,1825
,"SCOTSTOUN HEAD","Cargo Steamer built in Aberdeen in 1921",Q11446,"SCOTSTOUN HEAD",100501,Q36405,1921
,"SCOTTISH KING","Trawler built in Aberdeen in 1959",Q11446,"SCOTTISH KING",99261,Q36405,1959
,"SCOTTISH LASSIE","Barque built in Aberdeen in 1877",Q11446,"SCOTTISH LASSIE",100214,Q36405,1877
,"SCOTTISH MAID","Schooner built in Aberdeen in 1839",Q11446,"SCOTTISH MAID",100020,Q36405,1839
,"SCOTTISH PRINCE","Barque built in Aberdeen in 1878",Q11446,"SCOTTISH PRINCE",100218,Q36405,1878
,"SCOTTISH PRINCESS","Trawler built in Aberdeen in 1959",Q11446,"SCOTTISH PRINCESS",99262,Q36405,1959
,"SCOTTISH QUEEN","Trawler built in Aberdeen in 1957",Q11446,"SCOTTISH QUEEN",99244,Q36405,1957
,"SCOTTISH WIZARD","Barque built in Aberdeen in 1881",Q11446,"SCOTTISH WIZARD",100225,Q36405,1881
,"SEA EAGLE","Trawler built in Aberdeen in 1897",Q11446,"SEA EAGLE",99636,Q36405,1897
,"SEA FOAM","Ship built in Aberdeen in 1898",Q11446,"SEA FOAM",99640,Q36405,1898
,"SEA GIANT","Tug built in Aberdeen in 1955",Q11446,"SEA GIANT",100661,Q36405,1955
,"SEA GRIFFON","Tug built in Aberdeen in 1962",Q11446,"SEA GRIFFON",99296,Q36405,1962
,"SEA HAWK","Ship built in Aberdeen in 1897",Q11446,"SEA HAWK",99639,Q36405,1897
,"SEA HORSE"," built in Aberdeen in 1901",Q11446,"SEA HORSE",99688,Q36405,1901
,"SEA HORSE","Tug built in Aberdeen in 1838",Q11446,"SEA HORSE",100807,Q36405,1838
,"SEA STAR","Ship built in Aberdeen in 1855",Q11446,"SEA STAR",100117,Q36405,1855
,"SEA SWALLOW","Trawler built in Aberdeen in 1896",Q11446,"SEA SWALLOW",99635,Q36405,1896
,"SEA TROJAN","Tug built in Aberdeen in 1962",Q11446,"SEA TROJAN",99295,Q36405,1962
,"SEABREEZE","Steam Herring Drifter built in Aberdeen in 1918",Q11446,"SEABREEZE",100478,Q36405,1918
,"SEAFORTH VISCOUNT","Vessel, Offshore Supply built in Aberdeen in 1982",Q11446,"SEAFORTH VISCOUNT",101698,Q36405,1982
,"SEAGULL","Paddle Steamer built in Aberdeen in 1885",Q11446,"SEAGULL",100914,Q36405,1885
,"SEALARK","Trawler built in Aberdeen in 1896",Q11446,"SEALARK",99632,Q36405,1896
,"SEALGAIR","Trawler built in Aberdeen in 1971",Q11446,"SEALGAIR",101738,Q36405,1971
,"SEARCH","Smack built in Aberdeen in 1817",Q11446,"SEARCH",119615,Q36405,1817
,"SEATON","Barque built in Aberdeen in 1842",Q11446,"SEATON",99337,Q36405,1842
,"SEATON","Brig built in Aberdeen in 1847",Q11446,"SEATON",99355,Q36405,1847
,"SEATON","Ship built in Aberdeen in 1825",Q11446,"SEATON",131967,Q36405,1825
,"SEAWARD PETREL","Trawler built in Aberdeen in 1959",Q11446,"SEAWARD PETREL",99264,Q36405,1959
,"SEAWARD QUEST","Trawler built in Aberdeen in 1959",Q11446,"SEAWARD QUEST",99258,Q36405,1959
,"SEAWARD VENTURE","Trawler built in Aberdeen in 1960",Q11446,"SEAWARD VENTURE",99276,Q36405,1960
,"SEETHING LANE","Tug built in Aberdeen in 1937",Q11446,"SEETHING LANE",100580,Q36405,1937
,"SEEWO","Cargo built in Aberdeen in 1880",Q11446,"SEEWO",99609,Q36405,1880
,"SEIS","Steam Trawler built in Aberdeen in 1910",Q11446,"SEIS",101192,Q36405,1910
,"SELBY","Passenger Vessel built in Aberdeen in 1922",Q11446,"SELBY",99913,Q36405,1922
,"SEMNOS","Trawler built in Aberdeen in 1914",Q11446,"SEMNOS",99868,Q36405,1914
,"SENATEUR DUHAMEL","Steam Trawler built in Aberdeen in 1927",Q11446,"SENATEUR DUHAMEL",101428,Q36405,1927
,"SERINGA","Trawler built in Aberdeen in 1972",Q11446,"SERINGA",101746,Q36405,1972
,"SETTER","Steam Trawler built in Aberdeen in 1900",Q11446,"SETTER",101026,Q36405,1900
,"SHAKESPEARE","Snow built in Aberdeen in 1825",Q11446,"SHAKESPEARE",100690,Q36405,1825
,"SHAMROCK","Trawler built in Aberdeen in 1904",Q11446,"SHAMROCK",100328,Q36405,1904
,"SHANDWICK","Steam Trawler built in Aberdeen in 1912",Q11446,"SHANDWICK",101226,Q36405,1912
,"SHANNON","Brig built in Aberdeen in 1813",Q11446,"SHANNON",119504,Q36405,1813
,"SHELOMI","Steam Trawler built in Aberdeen in 1912",Q11446,"SHELOMI",100395,Q36405,1912
,"SHEPHERDESS","Barque built in Aberdeen in 1850",Q11446,"SHEPHERDESS",99545,Q36405,1850
,"SHEPHERDESS","Brig built in Aberdeen in 1863",Q11446,"SHEPHERDESS",118747,Q36405,1863
,"SHETLAND","Vessel, Offshore Patrol built in Aberdeen in 1977",Q11446,"SHETLAND",101709,Q36405,1977
,"SHILBOTTLE","Cargo built in Aberdeen in 1910",Q11446,"SHILBOTTLE",100375,Q36405,1910
,"SHOREHAM","Collier built in Aberdeen in 1957",Q11446,"SHOREHAM",101572,Q36405,1957
,"SIETE","Steam Trawler built in Aberdeen in 1911",Q11446,"SIETE",101208,Q36405,1911
,"SILVEREID","Chemical Tanker built in Aberdeen in 1969",Q11446,"SILVEREID",101657,Q36405,1969
,"SILVERHARRIER","Chemical Tanker built in Aberdeen in 1970",Q11446,"SILVERHARRIER",101662,Q36405,1970
,"SIMON DUHAMEL","Steam Trawler built in Aberdeen in 1920",Q11446,"SIMON DUHAMEL",101412,Q36405,1920
,"SIMON DUHAMEL II","Steam Trawler built in Aberdeen in 1930",Q11446,"SIMON DUHAMEL II",101454,Q36405,1930
,"SINGAPORE","Barque built in Aberdeen in 1833",Q11446,"SINGAPORE",99483,Q36405,1833
,"SIR AGRAVAINE","Minesweeper Trawler built in Aberdeen in 1942",Q11446,"SIR AGRAVAINE",99141,Q36405,1942
,"SIR CHARLES FORBES","Ship built in Aberdeen in 1824",Q11446,"SIR CHARLES FORBES",99961,Q36405,1824
,"SIR DAVID II","Collier built in Aberdeen in 1954",Q11446,"SIR DAVID II",101556,Q36405,1954
,"SIR FRED PARKES","Freezer Stern Trawler built in Aberdeen in 1966",Q11446,"SIR FRED PARKES",101642,Q36405,1966
,"SIR GALAHAD","Trawler, Mine-Sweeper built in Aberdeen in 1942",Q11446,"SIR GALAHAD",101493,Q36405,1942
,"SIR GARETH","Trawler built in Aberdeen in 1942",Q11446,"SIR GARETH",101494,Q36405,1942
,"SIR GERAINT","Minesweeper Trawler built in Aberdeen in 1942",Q11446,"SIR GERAINT",99142,Q36405,1942
,"SIR JOHN LAWRENCE","Ship built in Aberdeen in 1864",Q11446,"SIR JOHN LAWRENCE",99584,Q36405,1864
,"SIR JOHN SNELL","Collier built in Aberdeen in 1955",Q11446,"SIR JOHN SNELL",101562,Q36405,1955
,"SIR JOSEPH SWAN","Collier-Steamer built in Aberdeen in 1945",Q11446,"SIR JOSEPH SWAN",101515,Q36405,1945
,"SIR KAY","Trawler built in Aberdeen in 1943",Q11446,"SIR KAY",101498,Q36405,1943
,"SIR LAMORAK","Trawler built in Aberdeen in 1943",Q11446,"SIR LAMORAK",101499,Q36405,1943
,"SIR LANCELOT","Minesweeper Trawler built in Aberdeen in 1942",Q11446,"SIR LANCELOT",99139,Q36405,1942
,"SIR R BARCLAY","Brigantine built in Aberdeen in 1824",Q11446,"SIR R BARCLAY",100766,Q36405,1824
,"SIR ROBERT PEEL","Barque built in Aberdeen in 1840",Q11446,"SIR ROBERT PEEL",100719,Q36405,1840
,"SIR TRISTRAM","Minesweeper Trawler built in Aberdeen in 1942",Q11446,"SIR TRISTRAM",99140,Q36405,1942
,"SIR WILLIAM HARDY","Research Trawler built in Aberdeen in 1955",Q11446,"SIR WILLIAM HARDY",101566,Q36405,1955
,"SIR WILLIAM WALLACE","Brigantine built in Aberdeen in 1821",Q11446,"SIR WILLIAM WALLACE",99445,Q36405,1821
,"SIR WILLIAM WALLACE","Ship built in Aberdeen in 1866",Q11446,"SIR WILLIAM WALLACE",99587,Q36405,1866
,"SIR WILLIAM WALLACE","Brigantine built in Aberdeen in 1835",Q11446,"SIR WILLIAM WALLACE",99989,Q36405,1835
,"SIR WILLIAM WALLACE","Schooner built in Aberdeen in 1846",Q11446,"SIR WILLIAM WALLACE",100076,Q36405,1846
,"SIROCCO","Schooner built in Aberdeen in 1867",Q11446,"SIROCCO",99591,Q36405,1867
,"SISTERS","Brigantine built in Aberdeen in 1833",Q11446,"SISTERS",99981,Q36405,1833
,"SISTERS","Ship built in Aberdeen in 1807",Q11446,"SISTERS",152175,Q36405,1807
,"SISTERS","Schooner built in Aberdeen in 1865",Q11446,"SISTERS",152977,Q36405,1865
,"SISTERS MELVILLE","Trawler built in Aberdeen in 1915",Q11446,"SISTERS MELVILLE",100436,Q36405,1915
,"SJURDARBERG","Trawler built in Aberdeen in 1948",Q11446,"SJURDARBERG",99186,Q36405,1948
,"SKENE","Ship built in Aberdeen in 1785",Q11446,"SKENE",152209,Q36405,1785
,"SKOMER","Anti-Submarine & Minesweeper Trawler built in Aberdeen in 1943",Q11446,"SKOMER",99152,Q36405,1943
,"SKOMER","Trawler built in Aberdeen in 1896",Q11446,"SKOMER",99633,Q36405,1896
,"SMILING MORN","Liner built in Aberdeen in 1896",Q11446,"SMILING MORN",100995,Q36405,1896
,"SMITHFIELD","Schooner built in Aberdeen in 1842",Q11446,"SMITHFIELD",99522,Q36405,1842
,"SMYRNA","Ship built in Aberdeen in 1876",Q11446,"SMYRNA",99417,Q36405,1876
,"SNOWDRIFT","Drifter built in Aberdeen in 1918",Q11446,"SNOWDRIFT",99039,Q36405,1918
,"SNOWDROP","Ship built in Aberdeen in 1866",Q11446,"SNOWDROP",119167,Q36405,1866
,"SNOWFLECK","Ship built in Aberdeen in 1852",Q11446,"SNOWFLECK",99549,Q36405,1852
,"SOBRAON","Ship built in Aberdeen in 1866",Q11446,"SOBRAON",100160,Q36405,1866
,"SOLBORG","Trawler built in Aberdeen in 1951",Q11446,"SOLBORG",100654,Q36405,1951
,"SOPHIA","Clipper built in Aberdeen in 1850",Q11446,"SOPHIA",99364,Q36405,1850
,"SOPHIA","Hermaphrodite built in Aberdeen in 1831",Q11446,"SOPHIA",99478,Q36405,1831
,"SOPHIA","Sloop built in Aberdeen in 1819",Q11446,"SOPHIA",99950,Q36405,1819
,"SOPHIA","Sloop built in Aberdeen in 1766",Q11446,"SOPHIA",135729,Q36405,1766
,"SOPHIA & ISABELLA","Ship built in Aberdeen in 1818",Q11446,"SOPHIA & ISABELLA",135085,Q36405,1818
,"SOPHOCLES","Ship built in Aberdeen in 1879",Q11446,"SOPHOCLES",99420,Q36405,1879
,"SOPHOS","Trawler built in Aberdeen in 1914",Q11446,"SOPHOS",99860,Q36405,1914
,"SOUTH BULLI","Collier built in Aberdeen in 1913",Q11446,"SOUTH BULLI",101253,Q36405,1913
,"SOUTH DEEP","Barge built in Aberdeen in 1936",Q11446,"SOUTH DEEP",100575,Q36405,1936
,"SOUTH ESK","Drifter built in Aberdeen in 1912",Q11446,"SOUTH ESK",99837,Q36405,1912
,"SOUTHELLA","Stern Trawler built in Aberdeen in 1969",Q11446,"SOUTHELLA",101655,Q36405,1969
,"SOUTHERNER","Ship built in Aberdeen in 1859",Q11446,"SOUTHERNER",119327,Q36405,1859
,"SPARKLING STAR","Steam Herring Drifter built in Aberdeen in 1906",Q11446,"SPARKLING STAR",99754,Q36405,1906
,"SPARTA","Steamer, Passenger, Cargo built in Aberdeen in 1913",Q11446,"SPARTA",101255,Q36405,1913
,"SPARTAN TIDE","Vessel, Oil Rig Supply built in Aberdeen in 1975",Q11446,"SPARTAN TIDE",101680,Q36405,1975
,"SPEEDWELL V","Steam Herring Drifter built in Aberdeen in 1911",Q11446,"SPEEDWELL V",99817,Q36405,1911
,"SPEY","Steamer built in Aberdeen in 1877",Q11446,"SPEY",100882,Q36405,1877
,"SPEYSIDE","Trawler built in Aberdeen in 1958",Q11446,"SPEYSIDE",99254,Q36405,1958
,"SPINNINGDALE","Trawler built in Aberdeen in 1961",Q11446,"SPINNINGDALE",99285,Q36405,1961
,"SPINNINGDALE","Trawler built in Aberdeen in 1968",Q11446,"SPINNINGDALE",101730,Q36405,1968
,"SPORTSMAN","Hermaphrodite built in Aberdeen in 1831",Q11446,"SPORTSMAN",100799,Q36405,1831
,"SPRAY","Steamer, Cargo built in Aberdeen in 1872",Q11446,"SPRAY",100858,Q36405,1872
,"SPRAY","Collier - Steam Ship built in Aberdeen in 1932",Q11446,"SPRAY",101461,Q36405,1932
,"SPRAY","Motor Collier built in Aberdeen in 1962",Q11446,"SPRAY",101619,Q36405,1962
,"SPRIGHTLY","Snow built in Aberdeen in 1826",Q11446,"SPRIGHTLY",100829,Q36405,1826
,"SPRIGHTLY","Brig built in Aberdeen in 1824",Q11446,"SPRIGHTLY",120184,Q36405,1824
,"SPRING","Ship built in Aberdeen in 1809",Q11446,"SPRING",152193,Q36405,1809
,"SPURN POINT","Cargo built in Aberdeen in 1908",Q11446,"SPURN POINT",100364,Q36405,1908
,"ST AGNES","Anti-Submarine & Minesweeper Trawler built in Aberdeen in 1943",Q11446,"ST AGNES",99151,Q36405,1943
,"ST ANDREW","Trawler built in Aberdeen in 1892",Q11446,"ST ANDREW",100261,Q36405,1892
,"ST BARTHOLOMEW","Trawler built in Aberdeen in 1948",Q11446,"ST BARTHOLOMEW",100640,Q36405,1948
,"ST COMBS","Steam Herring Drifter built in Aberdeen in 1908",Q11446,"ST COMBS",99787,Q36405,1908
,"ST FOTIN","Trawler built in Aberdeen in 1889",Q11446,"ST FOTIN",100254,Q36405,1889
,"ST GEORGE","Trawler built in Aberdeen in 1892",Q11446,"ST GEORGE",100262,Q36405,1892
,"ST HUBERT","Trawler built in Aberdeen in 1950",Q11446,"ST HUBERT",100650,Q36405,1950
,"ST KILDA","Minesweeper built in Aberdeen in 1942",Q11446,"ST KILDA",100597,Q36405,1942
,"ST LAWRENCE","Barque built in Aberdeen in 1841",Q11446,"ST LAWRENCE",99332,Q36405,1841
,"ST MACHAR","Trawler built in Aberdeen in 1901",Q11446,"ST MACHAR",99686,Q36405,1901
,"ST MARK","Trawler built in Aberdeen in 1948",Q11446,"ST MARK",100641,Q36405,1948
